Identifier (RIC),Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score,Industry Group
BT.L,BT Group PLC,Diversified Telecommunication Services,2017,18.18,71.2,11,42.35714286,47.08285714,9590656480,104450,39.63,18.625,26404726958,2911443.26,12.89,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2018,18.18,67.77,11,30,53,10518275591,106100,38.67,18.625,33896737302,2911443.26,22.17,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2019,18.18,58.75,11,41,47,9632525410,106250,58.65,18.625,35239770654,3288000,23.36,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2020,9.09,50.4,11,46,60,9818944963,106000,78.02,18.625,50488029009,2987600,15.63,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2021,8.33,42.18,12,46,54,10217157660,102500,85.52,17.19,47559732135,2601888,20.07,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2022,14.392,59.53,12,46.5,55.58,9950882538,99050,76.15,16.07,48908646775,2911443.26,17.11,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2023,14.392,60.12,11,44,31,9777635263,97750,49.75,20.97,47351479348,3079829,18.91,Industrial & Services
BT.L,BT Group PLC,Diversified Telecommunication Services,2024,14.392,42.9,12,43,29,10224690735,94400,61.64,20.27,45441807624,2599899.3,19.21,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2017,100,38.83857143,6.428571429,30.16666667,14.16666667,332854357,11641.5,71.22571429,51.51,1804782921,249315.5143,20.94285714,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2018,100,46.25,6,30,0,393723252.5,12581,97.13,51.51,1608110862,219154.8,21.03,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2019,100,35.94,7,30,20,370944410,13080.5,95.96,51.51,1694771647,183166.5,19.71,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2020,100,35.29,7,30,21,324031182.9,12852.5,75.8,51.51,1737769744,200930.3,20.28,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2021,100,42.82,7,24,15,478403858.8,13080,50.99,51.51,1849704012,150690,18.23,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2022,100,43.96,6,43,14,551601038.5,14219,64.08,95.98,1973063609,262865,18.3,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2023,100,36.52,6,30.16666667,14.16666667,593582887.7,14867,58.87,34.72,2316815211,297520,23.37,Industrial & Services
BUCN.S,Bucher Industries AG,Machinery,2024,100,31.09,6,24,15,410383597.9,14482.5,55.75,23.83,2108906526,430882,25.68,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2017,21.43,30.93,14,48,0,974316526.9,71229.5,36.6,27.63,4153141157,735879,31.82,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2018,16.67,38.89,12,49,3,964652720.4,74422.5,27.31,27.63,4773717772,1350511,36.26,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2019,16.67,41.5,12,48,3,1152388853,76911.5,57.19,27.63,5636616371,1273381,45.54,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2020,16.67,34.06,12,49,25,979848558.9,76662.5,56.25,27.63,5657181241,1477602,39.29,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2021,16.67,34.78,12,51,27,1106904941,77317,85.52,27.63,5225086965,1793928,36.67,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2022,8.33,33.76,12,47.4,28.06,1121040240,81146.5,55.84,27.63,5322345890,2382907,30.86,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2023,8.33,33.08,12,50,47,1215057442,82050,78.03,27.63,5001379493,2684748,28.6,Industrial & Services
BVI.PA,Bureau Veritas SA,Professional Services,2024,8.33,29.43,12,49,40,1260068330,77105.64286,64.58,27.63,5082306657,2940845,32.33,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2017,12.37666667,39.98166667,16.16666667,37.99166667,15.255,250085155.6,16470,33.31833333,26.76333333,4087940496,216062.5683,37.23833333,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2018,12.37666667,39.98166667,16.16666667,37.99166667,15.255,287191852.3,17017,33.31833333,26.76333333,4708055326,216062.5683,37.23833333,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2019,12.5,36.78,16,36,13,323424167.4,17593.5,32.85,26.76333333,5367579594,251918,36.27,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2020,12.5,39.59,16,38,13,348631258,18528.5,31.22,28,6443512768,220119.6,33.89,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2021,12.5,45.65,16,39,21,737542745.5,20200,17.81,28.72,6496091842,157844,39.96,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2022,12.5,42.11,16,35.95,14.53,805993224.7,21337.5,29.75,26.76333333,7888275015,122726.8,34.3,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2023,12.5,37.23,16,36,15,852632705.5,21988,28.78,26.76333333,8764661815,223440.4,38.92,Industrial & Services
BYWGnx.DE,BayWa AG,Trading Companies & Distributors,2024,11.76,38.53,17,43,15,656969750.5,22826,59.5,23.57,9049584497,320326.61,40.09,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2017,57.14,99.07,7,68,50,712114490.6,2000,90.91,38.7875,796992334.3,28996.4,85.57,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2018,50,60.34,8,65,47,724741404.4,1916,40,38.7875,815312832.9,54798.32,83.49,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2019,50,99.15,8,70,47,805990462.2,1683.5,57.38,38.7875,1420832967,103168,89.75,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2020,57.14,89.23,7,61,53,766128607,1504,90.44,40.38,1506937562,78745.5,89.45,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2021,57.14,99.35,7,70,53,722801152.7,1436.5,87.8,46.97,1342960134,83622.98,91.9,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2022,50,98.91,6,63.05,57.14,684689772.7,2609,53.43,57.32,7091282727,72800.25,91.28,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2023,40,71.02,10,66.175,51.19,1340744662,3736.5,42.43,38.7875,6417369281,68672.87,91.35,Industrial & Services
CELC.KL,CelcomDigi Bhd,Wireless Telecommunication Services,2024,50,65.76,10,66.175,51.19,1301581692,2126.5,40.57,10.48,6543950761,65404,90.85,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2017,25.078,55.59,7.4,33.26,16.9275,245800335.6,445.0833333,22.36,70.182,3793793818,10503.92,8.846,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2018,25.078,55.59,7.4,33.26,16.9275,93010358.66,445.0833333,22.36,70.182,2117430471,10503.92,8.846,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2019,25.078,55.59,7.4,33.26,16.9275,276527123.1,389.5,22.36,70.182,4188459088,10503.92,8.846,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2020,28.57,76.74,7,43,2,171739282.9,385,60.23,70,4655412465,13834,11.65,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2021,28.57,76.74,7,32.04,5.71,230032342.9,395.5,23.91,90,3910046559,6048.6,7.65,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2022,28.57,59.57,7,33.26,16.9275,304497567.8,466,10.64,68.75,4034367702,9407,7.99,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2023,28.57,43.62,7,31,31,321728243.9,501.5,8.51,81.25,3994375730,21070,8.65,Industrial & Services
CENCOMALLS.SN,Cencosud Shopping SA,Real Estate Management & Development,2024,11.11,21.28,9,27,29,323067430,533,8.51,40.91,3656464711,2160,8.29,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2017,22.22,66.67,9,34,0,1712477415,136990.5,17.57,71.772,11593327870,1071678.533,30.68,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2018,22.22,62.79,9,31,0,878870298,134833.5,19.77,71.772,11064984529,1071678.533,33.7,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2019,22.22,61.63,9,25,21,1018337235,129557.5,17.44,71.772,12305953548,1071678.533,38.24,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2020,33.33,59.3,9,36,30,1230328924,121453.5,18.18,90,10993854787,1071678.533,40.77,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2021,25,69.77,8,25,37,1633480169,116926,23.91,70,9806386673,1071678.533,39.87,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2022,22.22,41.49,9,27.83,25,1727937728,119552.5,64.89,50,10702406180,813498,45.41,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2023,44.44,90.43,9,53,47,1565591056,122274,85.11,62.5,10694915594,1520025.6,45.41,Industrial & Services
CENCOSUD.SN,Cencosud SA,Consumer Staples Distribution & Retail,2024,44.44,87.23,9,39,42,1531407833,121590.5,84.04,86.36,10854170017,881512,46.7,Industrial & Services
CLN.S,Clariant AG,Chemicals,2017,70,88.36,10,58,22,892948783.7,17788.5,97.37,66.92,5371035615,201884,50.52,Industrial & Services
CLN.S,Clariant AG,Chemicals,2018,70,85.63,10,49,22,734664764.6,18018,97.13,66.92,5308742613,192435,49.05,Industrial & Services
CLN.S,Clariant AG,Chemicals,2019,83.33,76.95,12,43,19,765654060.8,17562,29.78,96.43,5131225460,234240,55.51,Industrial & Services
CLN.S,Clariant AG,Chemicals,2020,83.33,70.26,12,42,14,668850977.3,15229,29.3,93.75,4974579144,205861,53.64,Industrial & Services
CLN.S,Clariant AG,Chemicals,2021,83.33,70.79,12,40,15,791493093.6,13304.5,17.81,66.51,4925454944,113190,53.72,Industrial & Services
CLN.S,Clariant AG,Chemicals,2022,81.82,72.95,11,36.09,14.29,926006058,12261,25.97,80.36,4302250108,164523,49.15,Industrial & Services
CLN.S,Clariant AG,Chemicals,2023,81.82,86.03,11,56,36,718954248.4,10814.5,83.74,5.09,4193701723,114508,63.05,Industrial & Services
CLN.S,Clariant AG,Chemicals,2024,81.82,78.36,11,64,33,785510283.8,14996.78571,79,59.38,4886712801,95957,59.47,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2017,11.11,4.592857143,7.285714286,12,36.8,20207000,1235.5,20.67285714,41.66666667,62304000,10801,13.0575,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2018,11.11,6,6,12,36.8,24761000,1364,16.67,25,71008000,10801,13.0575,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2019,11.11,2,6,12,36.8,25629000,1447,20.83,50,84768000,10801,13.0575,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2020,11.11,3.57,7,8,0,30854000,1525.5,25,50,128027000,10801,13.0575,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2021,11.11,1.67,7,9,0,45576000,1652,26.67,41.66666667,158690000,10801,1.56,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2022,11.11,10.94,8,17,67,50929000,1833.5,17.74,41.66666667,181908000,6251,0.74,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2023,11.11,3.13,8,9,67,56191000,1509.583333,16.13,41.66666667,206115000,5917,24.2,Industrial & Services
CMCL.A,Caledonia Mining Corporation PLC,Metals & Mining,2024,11.11,4.84,9,17,50,34929000,1509.583333,21.67,41.66666667,289252000,20235,25.73,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2017,90.91,82.73,11,52.43714286,68.1,4207000000,54989.58333,47.21,17.06666667,30152000000,827501,26.44,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2018,94.25714286,83.62,11,44,62,4673000000,54989.58333,42.58,17.06666667,29543000000,714610,31.35,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2019,90,88.41,10,49,65,4216000000,64062,51.3,38.46,31010000000,868779,28.82,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2020,88.89,70.83,9,47,71,2137000000,63757.5,58.44,23.81,31082000000,653196,27.88,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2021,90,24.14,10,45,68,4119000000,67955.5,73.37,17.5,27750000000,598426,25.17,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2022,100,52.72,9,57.06,70.7,4459000000,55982.5,60.33,7.95,29938000000,1041982,27.72,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2023,100,85.64,9,62,70,5509000000,40145,57.98,1.14,35476000000,899173,33.15,Industrial & Services
CNH.N,CNH Industrial NV,Machinery,2024,100,79.44,9,63,70,4455000000,38035,55,13.54,34650000000,558735,37.58,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2017,36.36,78.82,11,33,27,5187246561,23097,44.25,5.77,21852588058,747566,10.23,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2018,30.77,93.57,13,30,27,5002566547,24832.5,47.92,5.77,22152966195,1400782.5,11.22,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2019,30.77,92.62,13,36,27,5509779763,25847.5,64.78,5.77,24516402279,1985584,11.21,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2020,30.77,92.06,13,39,10,5382560880,25178,75.18,5.77,25575019639,1184460,7.86,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2021,28.57,95.29,14,35.6,15.38,5668038626,23492.5,50.99,5.77,27884280513,554608,10,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2022,9.09,95.02,11,34,19,6324451989,23287.5,42.07,5.77,27170270869,912300,9.35,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2023,27.72166667,96,12,36,17,6352585881,24479,64.89,5.77,29135522839,890037,13.7,Industrial & Services
CNR.TO,Canadian National Railway Co,Ground Transportation,2024,27.72166667,97.38,11,33,17,5714186370,24829,65.41,5.77,29168984701,1247226,12.15,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2017,16.67,31.79,6,19,4,34651544.7,1002,22.855,42.19,564015190.4,19508.4,57.125,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2018,16.67,31.79,6,19,4,85783574.49,1050,22.855,42.19,665786631.3,19508.4,57.125,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2019,16.67,31.79,6,19,4,90921678.03,1083.5,22.855,42.19,582711304,19508.4,57.125,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2020,16.67,31.79,6,19,4,62310473.39,1092,22.855,42.19,666253530.7,19508.4,57.125,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2021,16.67,15.59,6,17,0,28193378.65,1082.083333,17.81,42.19,460771760.6,19508.4,58.75,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2022,16.67,43.96,6,19,4,141815231.5,1082.083333,25.97,42.19,539180008.7,19508.4,54.44,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2023,16.67,36.52,6,19,4,121218063,1188,24.14,42.19,519303624.5,15116.8,57.27,Industrial & Services
CPHN.S,CPH Group AG,Paper & Forest Products,2024,16.67,31.09,6,21,8,53161375.66,1077,23.5,42.19,251747134,23900,58.04,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2017,16.67,93.27333333,7,36,29,15778407.66,573,64.04333333,66.13,96600720.39,12215.16667,83.21,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2018,16.67,93.27333333,7,36,29,8541646.49,573,64.04333333,66.13,17329055.69,12215.16667,83.21,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2019,16.67,93.27333333,7,36,29,11789190.51,573,64.04333333,66.13,26768647.59,12215.16667,83.21,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2020,16.67,93.27333333,7,36,29,13119900.5,573,64.04333333,66.13,62263432.84,12215.16667,83.21,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2021,16.67,93.27333333,7,36,29,14335975.02,573,64.04333333,66.13,75054514.89,12215.16667,83.21,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2022,16.67,89.69,8,36,29,16983409.09,573,82.4,66.13,151196818.2,4594,82.1,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2023,16.67,94.39,7,35,29,21503485.84,573,79.11,66.13,162380174.3,16644,87.27,Industrial & Services
CTOS.KL,CTOS Digital Bhd,Professional Services,2024,16.67,95.74,6,37,29,24175246.2,573,30.62,66.13,181212399.3,15407.5,80.26,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2017,17.65,28.35,17,35.21571429,35.26285714,894384664.3,806,88.14,52.63,24261779489,9645.27,59.084,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2018,17.65,6.02,17,28,29,798027342,861.5,81.02,52.63,25845665887,12429.43,59.084,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2019,17.65,10.78,17,28,29,963741228.2,930.5,90.2,52.63,26308392933,12211.89,59.084,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2020,20,25.63,15,30,35,875092818.8,973,75,52.63,30671239619,21377.96,51.09,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2021,20,27.99,15,40,37,808372553,982.5,77.69,52.63,29229742173,21294.74,69.28,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2022,20,26.9,15,44.51,36.84,890062071.9,1000,70.81,52.63,27087526755,19840.4,52.41,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2023,26.67,25.76,15,39,40,954375200,1006.5,63.89,52.63,25286440136,23310,59.97,Industrial & Services
CVO.PA,Covivio SA,Diversified REITs,2024,28.57,38.02,14,37,40,924008696.6,937.1428571,61.46,52.63,23238430479,22895.6,62.67,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2017,27.77666667,72.67666667,6,60,29,21532146.39,2972.5,59.64,36.29,148008407.5,174900,96.64333333,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2018,27.77666667,72.67666667,6,60,29,18853026.63,3076,59.64,36.29,159361985.5,174900,96.64333333,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2019,27.77666667,72.67666667,6,60,29,41223526.53,3272,59.64,36.29,313930300.8,174900,96.64333333,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2020,27.77666667,72.67666667,6,60,29,41724129.35,3352.5,59.64,36.29,336458706.5,174900,96.64333333,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2021,27.77666667,72.67666667,6,60,29,51105427.47,3261.5,59.64,36.29,321237752.2,174900,96.64333333,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2022,16.67,43.44,6,60,29,53095000,3225,40.19,36.29,306095000,174900,97.22,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2023,33.33,78.85,6,44,29,51269716.78,3300,59.4,36.29,323105664.5,174900,96.88,Industrial & Services
DELM.KL,DKSH Holdings (Malaysia) Bhd,Trading Companies & Distributors,2024,33.33,95.74,6,76,29,53909131.6,3208.5,79.33,36.29,370430841.5,174900,95.83,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2017,5,96.28,20,50,76,6081980782,513790,87.23,50,22683269155,4188470,73.86,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2018,5,91.59,20,48,74,7326360217,533501.5,74.11,31.82,34747453895,4230980,68.37,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2019,5,77.59,20,50,31,8227025088,547191.5,79.36,16.67,35135529000,4471200.48,71.55,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2020,5,77.16,20,50,31,10655837811,559449,83.25,68,40451880801,5688009.6,69.29,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2021,5,80.07,20,38.92,55.35,13317645454,582118.5,46.89,75.53,44770706864,4118212.8,62.63,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2022,5,78.14,20,35,58,13422517123,596270.5,62.19,72.45,49105308219,5685724.8,66.26,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2023,5,83.99,20,46,15,11647335371,597337,76.98,38.89,50332733714,3781751.4,69.26,Industrial & Services
DHLn.DE,Deutsche Post AG,Air Freight & Logistics,2024,4.76,86.2,21,45.41714286,48.62142857,10872761155,598059.5,74.55,78.57,50068330055,4695728.4,69.79,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2017,22.22,7.53,9,35,8.5,326696089.5,31145.5,60.53,76.978,1778302371,317256.412,82.68857143,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2018,22.22,6.25,9,35,0,309965355.6,32484.5,59.77,76.978,1945282250,317256.412,81.87,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2019,30,64.06,10,30,0,409072122.3,33174.5,73.9,76.978,2413205208,456414,82.59,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2020,25,70.26,8,27,0,430233871.9,32900,29.3,78.65,2672240425,405216,82.79,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2021,22.22,65.1,9,36,0,445954834.5,31950,17.81,74.77,2711576409,101793,83.33,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2022,22.22,59.18,9,35,8.5,479770662.1,31265,25.97,65.63,3071073129,174269.3,82.51,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2023,25,56.86,8,42,24,538918597.7,29069.5,24.14,76.39,3203921569,448589.76,82.84,Industrial & Services
DKSH.S,DKSH Holding AG,Trading Companies & Distributors,2024,22.22,43.28,9,40,27,509700176.4,26614.5,23.5,89.45,2998015873,317256.412,82.89,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2017,45.45,80.63,11,36,0,400271370.4,16375.5,24.14,69.18142857,1042688655,188836.0667,90.63,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2018,45.45,81.25,11,55,0,435265602.9,16383,29.78,85.71,1038881034,188836.0667,81.58,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2019,50,87.58,10,55,36,459016393.4,15815,29.3,83.85,1053586066,108432,75.81,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2020,50,84.41,10,55,29,343152782.2,15509,27.54,84.4,1019638898,228837,65,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2021,50,80.92,10,49.74,30.77,381771002.3,15093.5,56.31,66.96,1019353444,188331,59.48,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2022,50,24.75,10,43,38,382343700.9,15396.5,24.14,57.41,1228610326,188592,58.96,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2023,30,11.19,10,34,40,429800067,15573.5,55.75,45.7,1176812242,193799.6,60.96,Industrial & Services
DOKA.S,Dormakaba Holding AG,Building Products,2024,77.78,21.97,9,52,43,466340269.3,15398,68.78,60.24,1054411928,225024.8,60.96,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2017,58.82,87.81,17,61,21,1534435727,24991.5,76.75,74.22,24880156036,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2018,58.82,87.81,17,61,21,1534435727,24991.5,76.75,74.22,24880156036,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2019,58.82,87.81,17,61,21,1534435727,24991.5,76.75,74.22,24880156036,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2020,58.82,87.81,17,61,21,1534435727,24991.5,76.75,74.22,24880156036,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2021,58.82,87.81,17,61,21,1435782007,24991.5,76.75,74.22,24880156036,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2022,58.82,87.81,17,61,21,1514340753,24991.5,76.75,74.22,14885488014,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2023,58.82,87.81,17,61,21,1653184422,24991.5,76.75,74.22,30790283955,234408,69.64,Industrial & Services
DSFIR.AS,DSM-Firmenich AG,Chemicals,2024,58.82,87.81,17,61,21,1534435727,24991.5,76.75,74.22,28964696138,234408,69.64,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2017,10,96.28,20,51.8,47.77714286,26164513382,217845,76.06,9.8975,1.17251E+11,4200000,50.52,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2018,10,98.23,20,53,57,27198596201,216512,70.98,9.8975,1.1816E+11,4360000,53.77,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2019,10,88.51,20,49,54,32690626191,213104,70.93,9.8975,1.44938E+11,4000000,50.41,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2020,5,87.31,20,52,44,51141914998,218412,83.25,9.8975,2.56236E+11,4000000,45.7,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2021,5,95.83,20,55,44,50239865403,221409.5,97.75,3.19,2.54117E+11,3000000,53.17,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2022,10,93.37,20,51.6,44.44,48910530822,211643.5,96.24,2.04,2.50947E+11,4000000,54.7,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2023,9.52,95.14,21,53,47,38686501937,203205.5,93.88,2.22,2.56099E+11,3800000,54.81,Industrial & Services
DTEGn.DE,Deutsche Telekom AG,Diversified Telecommunication Services,2024,10,90.32,20,49,44,52484729268,198923,93.01,32.14,2.53749E+11,3800000,57.01,Industrial & Services
DTGGe.DE,Daimler Truck Holding AG,Machinery,2017,33.33333333,45.15333333,20,46.33333333,39.33333333,5510461330,100576.7,59.45,47.86,39038669620,1254870,22.95,Industrial & Services
DTGGe.DE,Daimler Truck Holding AG,Machinery,2018,33.33333333,45.15333333,20,46.33333333,39.33333333,5510461330,100576.7,59.45,47.86,39038669620,1254870,22.95,Industrial & Services
DTGGe.DE,Daimler Truck Holding AG,Machinery,2019,33.33333333,45.15333333,20,46.33333333,39.33333333,6365262868,100576.7,59.45,47.86,32282778237,1254870,22.95,Industrial & Services
